lnwtp_pred,lnwtp_y,wtp_y,wtp_ypred,TE_MA,TE_BT
6.218201572775638,6.224336334,503.887854339915,500.799969311577,0.6128119584035394,56.72196593801233
6.216769058667158,6.263901934,524.264494092862,500.08164840116103,4.612718573197433,58.40405755251845
5.68764386792875,5.631679181,278.1304348510355,294.1972768523183,5.776729184595735,21.593349770496967
5.375710255557821,5.764055812,317.6380477390439,215.09329928480858,32.28352182118974,31.345517708695507
5.645976673724077,5.789734595,325.9262450005859,282.14996635166295,13.431345072822912,33.09137862308229
5.830868217773768,5.815704776,334.5277871225054,339.65431284505235,1.5324663360982895,34.81176582930969
6.075216601963047,5.865422667,351.6311701726298,433.9437019737285,23.408769979262118,37.982529498625915
6.285746287487443,5.956624176,385.3038268333703,535.8647966527872,39.07590824020779,43.402389997606846
4.68141933733856,4.682086399,106.99515867109895,106.92314326315751,0.06730716495576183,103.8155370242486
2.829141130638315,3.637621922,37.0013589906975,15.930913135595613,56.94505939741078,489.36418332708485
3.4764479069509746,3.156330333,22.4842582032571,31.34462665853747,39.40698587955572,869.8908243450828
3.0612763069033697,3.39889197,28.93091731274919,20.354795048718767,29.64345088446651,653.7706284181579
3.7034128029313775,2.873110256,16.691959237571385,39.585578856547734,137.1535797154707,1206.453928695167
2.571588477133953,2.575884178,12.142932714585427,12.08659569726048,0.4639490199701003,1695.8821181106448
3.282955135442999,3.278461347,25.534913249800763,25.654423862886933,0.46802827139858316,754.0180070404145
