y_prep_nonlinfresh,df_canada_fresh.lnwtp,wtp_y,wtp_ypred,TE
7.386373055330551,6.226536669,504.9999998545423,1612.842169009608,219.37468702458673
7.401983481922179,6.180016654,482.00000016780746,1638.2325958119668,239.88228117046035
5.232879057927807,3.589059119,35.200000006091535,186.33136572588347,429.35047072056227
5.229251784634508,5.451767801,232.16999993916556,185.6530945471289,20.035708922007707
5.2325704256386905,7.014814351,1111.9999996933186,186.273558138759,83.2487807382975
5.484497975727558,3.625140613,36.52999999448574,239.92796194779754,556.7970489570628
5.494197403326782,5.47478851,237.6000000802135,242.27619512025706,1.9680955549094585
5.4765378716894375,6.992757973,1087.7199997255746,238.01776308221034,78.11773589322061
5.051632250427114,5.763088581,317.3300001420997,155.27734017458027,51.067551096635235
5.329235074446168,5.784932262,324.36000013047936,205.28012485377397,36.712256513997865
5.531270651380147,5.806248806,331.3699999332963,251.46450166838892,24.11367905392525
5.806877927228821,5.848632898,345.75999999984754,331.57916674481936,4.1013515892626184
6.087880916751843,5.928524747,374.5999998745091,439.48699283299834,17.321674580946713
4.155313641737842,4.990296523,145.97999998519535,62.771962960769095,56.9996143532435
4.144439478613489,4.446291681,84.31000000677332,62.082253038231606,26.364306685750176
4.160722962674619,4.330470148,74.98000001827474,63.11786066761074,15.8204045715829
1.3797738497300172,2.841998174,16.150000006655077,2.9740028040569473,81.58512196389212
2.0321488255105966,1.778336449,4.920000000616187,6.630465293221278,34.76555472339168
1.6191919944990838,0,0,4.049009040860113,Inf
2.2605266033003852,1.650579856,4.210000001222914,8.588136982128946,103.99375248537474
2.071469317292573,2.527702889,11.524702434948905,6.936475756112179,39.812105386103774
2.890585268983408,3.230280058,24.286737732600557,17.003843609882445,29.987123848840934
