y_prep_nonlinfresh_us,V2,wtp_y,wtp_ypred,TE
26.00100093565753,6.226536669,504.9999998545423,195925620253.89813,38797152436.699326
25.99879763385892,6.180016654,482.00000016780746,195494412197.58298,40559006565.87592
5.94886925310383,3.589059119,35.200000006091535,382.31965640294175,986.135387320396
5.954427647248633,5.451767801,232.16999993916556,384.4562305965055,65.5925531710569
5.9598521438011645,7.014814351,1111.9999996933186,386.5528179148354,65.23805593332341
6.204548243455276,3.625140613,36.52999999448574,493.9952880612869,1252.3002686445557
6.201152834593048,5.47478851,237.6000000802135,492.3174267979208,107.20430413792717
6.210581608767286,6.992757973,1087.7199997255746,496.9908028927587,54.30893952320941
14.722164111545357,5.763088581,317.3300001420997,2476021.77623138,780167.1588323268
15.295776755655886,5.784932262,324.36000013047936,4394114.228576932,1354602.8692839204
15.755197485679311,5.806248806,331.3699999332963,6956571.719563217,2099236.6089155786
16.582296408804226,5.848632898,345.75999999984754,15907421.923817838,4600612.03257313
17.94908460745419,5.928524747,374.5999998745091,62400546.50714881,16657814.18260891
5.408066820444343,4.990296523,145.97999998519535,222.19968527420215,52.21241628766726
5.407909773114565,4.446291681,84.31000000677332,222.16463511196176,163.5092338917251
5.409836513086552,4.330470148,74.98000001827474,222.59502983097312,196.87253904603952
3.2388571362521583,2.841998174,16.150000006655077,24.504556851344624,51.73100211298334
3.9125212720568165,1.778336449,4.920000000616187,49.02491953920536,896.4414539240938
3.4733711746502185,0,0,31.245263835727492,Inf
4.157493367858407,1.650579856,4.210000001222914,62.911119981193586,1394.3258898555644
11.61618666290601,2.527702889,11.524702434948905,110877.09825602414,961982.0917665256
13.813516877467073,3.230280058,24.286737732600557,998007.3055636853,4109168.6739233844
