y_prep_linfresh_can,V2,wtp_y,wtp_ypred,TE
6.172244425562206,6.226536669,504.9999998545423,478.26056452920955,5.294937689709831
6.17826599856656,6.180016654,482.00000016780746,481.15517330929544,0.17527528178794538
5.2329604602886,3.589059119,35.200000006091535,186.3466155619821,429.39379411856225
5.237554539447048,5.451767801,232.16999993916556,187.20928080289067,19.36543013656189
5.232872220854569,7.014814351,1111.9999996933186,186.33008493199463,83.24369739358066
5.478374002322646,3.625140613,36.52999999448574,238.45703407493718,552.7704191375107
5.496787904170418,5.47478851,237.6000000802135,242.9072192903909,2.233678118007448
5.497974611007139,6.992757973,1087.7199997255746,243.19683746699513,77.64159549071891
5.368353218333635,5.763088581,317.3300001420997,213.50932665537312,32.71694243854534
5.621139904996676,5.784932262,324.36000013047936,275.2040502324303,15.15475085654065
5.81058310514707,5.806248806,331.3699999332963,332.8137174321237,0.4356814132595107
6.050883527793742,5.848632898,345.75999999984754,423.4879112791051,22.48030751946201
6.254463517589619,5.928524747,374.5999998745091,519.3301518909676,38.635918864106536
4.585221704495515,4.990296523,145.97999998519535,97.02491729802054,33.53547245659653
4.594127259645724,4.446291681,84.31000000677332,97.90178229464631,16.121198300060545
4.586941693619447,4.330470148,74.98000001827474,97.19366416943801,29.626119159441423
1.1389489515041038,2.841998174,16.150000006655077,2.123483706469094,86.85149408300896
1.787005598981856,1.778336449,4.920000000616187,4.971544469063264,1.0476517975736157
1.353870372270946,0,0,2.872384132514021,Inf
2.000166724511855,1.650579856,4.210000001222914,6.39028813840455,51.78831678262017
2.499018200681293,2.527702889,11.524702434948905,11.170539066046722,3.0730803758383844
3.238404861649446,3.230280058,24.286737732600557,24.49302439614221,0.8493798788988917
