y_prep_linfresh_can,V2,wtp_y,wtp_ypred,TE
6.187325177240461,6.226536669,504.9999998545423,485.54294798200806,3.852881560027436
6.164742112021984,6.180016654,482.00000016780746,474.67845536118637,1.5189926979402715
5.240452880486006,3.589059119,35.200000006091535,187.7555667644477,433.39649639760137
5.255912797475264,5.451767801,232.16999993916556,190.69638599518336,17.863468128892336
5.256255439375099,7.014814351,1111.9999996933186,190.76208046326826,82.84513664425548
5.517094132388598,3.625140613,36.52999999448574,247.9106837677345,578.6495587329783
5.501783764273433,5.47478851,237.6000000802135,244.1287945047845,2.747809100322765
5.512456270257961,6.992757973,1087.7199997255746,246.75894320501894,77.31411178729132
5.3490282476786195,5.763088581,317.3300001420997,209.40373817109722,34.01073391191294
5.629753503523313,5.784932262,324.36000013047936,277.5934368679883,14.418104341989887
5.813398697532924,5.806248806,331.3699999332963,333.7549252001418,0.7197167116291775
6.0534949701516325,5.848632898,345.75999999984754,424.59788567731044,22.801332044625656
6.270448386018762,5.928524747,374.5999998745091,527.714392878295,40.874103858803856
4.593703999321655,4.990296523,145.97999998519535,97.85992995206418,32.963467624339835
4.591632831955508,4.446291681,84.31000000677332,97.65538638642667,15.82894837929214
4.593130827428694,4.330470148,74.98000001827474,97.803282454803,30.4391603507143
1.1252923142725004,2.841998174,16.150000006655077,2.0811173718768106,87.11382432805432
1.772581817364489,1.778336449,4.920000000616187,4.88603041629677,0.6904387055927312
1.381785787727289,0,0,2.982006299868586,Inf
1.9996875113895016,1.650579856,4.210000001222914,6.386747463787281,51.704215247792604
2.5122341153755423,2.527702889,11.524702434948905,11.332451425458649,1.668164627897472
3.2379926956699974,3.230280058,24.286737732600557,24.482519203863017,0.8061250276510341
