"","x"
"1",6.20856667715815
"2",6.2001181593723
"3",5.23017883896504
"4",5.2240562281308
"5",5.23418449202584
"6",5.49200033973038
"7",5.47577423744575
"8",5.48838077447348
"9",5.37137763212066
"10",5.63486860919106
"11",5.81997588362614
"12",6.05074368891887
"13",6.24095303122852
"14",4.6032592712584
"15",4.57467459926792
"16",4.57668606734582
"17",1.12337453953001
"18",1.78668087860065
"19",1.36257661473232
"20",2.01131705901338
"21",2.51222086946257
"22",3.23475477757508
